weatherstation_id,fmis_id,weatherstation_name
7ad7246d-b747-ec11-8c62-6045bd8ee4f4,137208,Jyväskylä lentoasema AWOS
ecd6246d-b747-ec11-8c62-6045bd8ee4f4,134248,Oulu Toppila
bfd6d26e-b747-ec11-8c62-6045bd8ba7a7,100945,Kemiönsaari Vänö
e3d6d26e-b747-ec11-8c62-6045bd8ba7a7,101966,Salla Naruska
03d7246d-b747-ec11-8c62-6045bd8ee4f4,101219,Kouvola Utti Lentoportintie
ebd6d26e-b747-ec11-8c62-6045bd8ba7a7,103131,Lahti Laune Pohjoinen Liipolankatu
fed6d26e-b747-ec11-8c62-6045bd8ba7a7,104042,Kouvola Kuusankoski Mäkikylä
9d211d73-b747-ec11-8c62-6045bd8ee4f4,103140,Porvoo Nyby
3ed7246d-b747-ec11-8c62-6045bd8ee4f4,103105,Kotka Kirjastotalo
ad211d73-b747-ec11-8c62-6045bd8ee4f4,778135,Kittilä Lompolonvuoma
dfd6246d-b747-ec11-8c62-6045bd8ee4f4,101661,Kokkola Tankar
1ad7d26e-b747-ec11-8c62-6045bd8ba7a7,100669,Porvoo Emäsalo Vaarlahti
9fd6d26e-b747-ec11-8c62-6045bd8ba7a7,101763,Nurmes Mujejärvi
5cd6d26e-b747-ec11-8c62-6045bd8ba7a7,100908,Parainen Utö
84211d73-b747-ec11-8c62-6045bd8ee4f4,104045,Savonlinna Olavinkatu
42d7246d-b747-ec11-8c62-6045bd8ee4f4,100723,Espoo Luukki
37d7246d-b747-ec11-8c62-6045bd8ee4f4,101783,Kemi I majakka
08d7d26e-b747-ec11-8c62-6045bd8ba7a7,101128,Somero Salkola
57d7246d-b747-ec11-8c62-6045bd8ee4f4,101983,Muonio Sammaltunturi
ced6d26e-b747-ec11-8c62-6045bd8ba7a7,101418,Juva Partala
4ad7246d-b747-ec11-8c62-6045bd8ee4f4,101756,Sotkamo Kuolaniemi
02d7d26e-b747-ec11-8c62-6045bd8ba7a7,103098,Tampere Linja-autoasema
e2d6246d-b747-ec11-8c62-6045bd8ee4f4,101448,Savonlinna Savonranta
ffd6d26e-b747-ec11-8c62-6045bd8ba7a7,104108,Pieksämäki Savontie
63d6d26e-b747-ec11-8c62-6045bd8ba7a7,101589,Heinävesi Palokki
00d7d26e-b747-ec11-8c62-6045bd8ba7a7,101851,Tornio Torppi
99d6d26e-b747-ec11-8c62-6045bd8ba7a7,101468,Närpiö Alamarkku
06d7246d-b747-ec11-8c62-6045bd8ee4f4,101636,Lieksa Lampela
91d6d26e-b747-ec11-8c62-6045bd8ba7a7,101725,Kajaani lentoasema
9dd6d26e-b747-ec11-8c62-6045bd8ba7a7,101887,Kuusamo Kiutaköngäs
d0211d73-b747-ec11-8c62-6045bd8ee4f4,107268,Siilinjärvi Sulkavanniitty
75d6d26e-b747-ec11-8c62-6045bd8ba7a7,134224,Rauma Petäjäs
5bd7246d-b747-ec11-8c62-6045bd8ee4f4,101706,Pyhäjärvi Hiidenniemi
ccd6d26e-b747-ec11-8c62-6045bd8ba7a7,103139,Porvoo Mustijoki
09d7246d-b747-ec11-8c62-6045bd8ee4f4,101956,Salla Kelloselkä
7ed6d26e-b747-ec11-8c62-6045bd8ba7a7,101423,Savonlinna Laukansaari
e1d6d26e-b747-ec11-8c62-6045bd8ba7a7,100662,Helsinki Kallio 2
61d6d26e-b747-ec11-8c62-6045bd8ba7a7,132310,Helsinki Kaivopuisto
05d7d26e-b747-ec11-8c62-6045bd8ba7a7,101990,Kittilä kirkonkylä
88211d73-b747-ec11-8c62-6045bd8ee4f4,101421,Varkaus Kosulanniemi
85211d73-b747-ec11-8c62-6045bd8ee4f4,101004,Helsinki Kumpula
1ed7d26e-b747-ec11-8c62-6045bd8ba7a7,852678,Espoo Nuuksio
69d7246d-b747-ec11-8c62-6045bd8ee4f4,101794,Oulu Vihreäsaari satama
f8d6246d-b747-ec11-8c62-6045bd8ee4f4,101503,Kauhava lentokenttä
bbd6d26e-b747-ec11-8c62-6045bd8ba7a7,103121,Imatra Rautionkylä
35abd474-b747-ec11-8c62-6045bd8ba7a7,107033,Maalahti Storskäret
e4d6246d-b747-ec11-8c62-6045bd8ee4f4,101555,Vesanto kirkonkylä
a4d6d26e-b747-ec11-8c62-6045bd8ba7a7,101882,Taivalkoski Inkee
f2d6d26e-b747-ec11-8c62-6045bd8ba7a7,101003,Helsinki Helsingin majakka
c8d6d26e-b747-ec11-8c62-6045bd8ba7a7,101927,Rovaniemi Vennivaara
af211d73-b747-ec11-8c62-6045bd8ee4f4,100761,Kotka Kuusenkari
23d7d26e-b747-ec11-8c62-6045bd8ba7a7,104098,Kuopio Niirala
5fd6d26e-b747-ec11-8c62-6045bd8ba7a7,101464,Mustasaari Valassaaret
96d6d26e-b747-ec11-8c62-6045bd8ba7a7,101116,Nokia Tottijärvi
74d7246d-b747-ec11-8c62-6045bd8ee4f4,103118,Imatra Mansikkala
26d7246d-b747-ec11-8c62-6045bd8ee4f4,101081,Oripää Teinikivi
5bd6d26e-b747-ec11-8c62-6045bd8ba7a7,101673,Kalajoki Ulkokalla
c0211d73-b747-ec11-8c62-6045bd8ee4f4,106797,Turku Kauppatori väliaikainen
a1211d73-b747-ec11-8c62-6045bd8ee4f4,103135,Pori Pastuskeri
7f211d73-b747-ec11-8c62-6045bd8ee4f4,103148,Joensuu Koskikatu 1
2dd7246d-b747-ec11-8c62-6045bd8ee4f4,101641,Ilomantsi Naarva
b2211d73-b747-ec11-8c62-6045bd8ee4f4,103807,Oulu Santapankki
cc211d73-b747-ec11-8c62-6045bd8ee4f4,107166,Hyvinkää Kruununpuisto
f0d6d26e-b747-ec11-8c62-6045bd8ba7a7,100949,Turku Artukainen
fcd6d26e-b747-ec11-8c62-6045bd8ba7a7,104105,Helsinki Töölöntulli
d7d6d26e-b747-ec11-8c62-6045bd8ba7a7,101267,Pori Tahkoluoto satama
17d7d26e-b747-ec11-8c62-6045bd8ba7a7,654910,Espoo Kytö
9c211d73-b747-ec11-8c62-6045bd8ee4f4,103133,Lahti Satulakatu
13d7246d-b747-ec11-8c62-6045bd8ee4f4,100909,Lemland Nyhamn
b7d6d26e-b747-ec11-8c62-6045bd8ba7a7,101569,Pielavesi Venetmäki
11d7246d-b747-ec11-8c62-6045bd8ee4f4,101533,Alajärvi Möksy
bad6d26e-b747-ec11-8c62-6045bd8ba7a7,101650,Lieksa Hietajärvi
b0d6d26e-b747-ec11-8c62-6045bd8ba7a7,101753,Ristijärvi Mustavaara
76d7246d-b747-ec11-8c62-6045bd8ee4f4,100845,Turku Ruissalo Saarontie
ddd6d26e-b747-ec11-8c62-6045bd8ba7a7,101481,Maalahti Strömmingsbådan
0cd7d26e-b747-ec11-8c62-6045bd8ba7a7,126737,Utsjoki Kevo Kevojärvi
edd6d26e-b747-ec11-8c62-6045bd8ba7a7,101885,Taivalkoski kirkonkylä
11d7d26e-b747-ec11-8c62-6045bd8ba7a7,100656,Virolahti Koivuniemi Ääpälä
d4211d73-b747-ec11-8c62-6045bd8ee4f4,107285,Kotka Ruukinkatu
37abd474-b747-ec11-8c62-6045bd8ba7a7,107131,Nurmes Mujejärvi Riihivaara
f3d6d26e-b747-ec11-8c62-6045bd8ba7a7,102046,Inari kirkonkylä
4fd7246d-b747-ec11-8c62-6045bd8ee4f4,101785,Raahe Lapaluoto satama
bed6d26e-b747-ec11-8c62-6045bd8ba7a7,101899,Kuusamo Juuma
73d7246d-b747-ec11-8c62-6045bd8ee4f4,103107,Kokkola keskusta Pitkänsillankatu
22d7246d-b747-ec11-8c62-6045bd8ee4f4,101154,Hämeenlinna Lammi Pappila
efd6246d-b747-ec11-8c62-6045bd8ee4f4,100934,Kaarina Yltöinen
82211d73-b747-ec11-8c62-6045bd8ee4f4,103151,Äänekoski Hiski
3fd7246d-b747-ec11-8c62-6045bd8ee4f4,101042,Kotka Haapasaari
98211d73-b747-ec11-8c62-6045bd8ee4f4,100691,Espoo Leppävaara Läkkisepänkuja
a0d6d26e-b747-ec11-8c62-6045bd8ba7a7,101474,Mustasaari Riimala
87d6d26e-b747-ec11-8c62-6045bd8ba7a7,101920,Rovaniemi lentoasema
c9d6d26e-b747-ec11-8c62-6045bd8ba7a7,103112,Kouvola Kuusankoski Urheilukentäntie
6dd7246d-b747-ec11-8c62-6045bd8ee4f4,101872,Utajärvi Korkiakangas
90d6d26e-b747-ec11-8c62-6045bd8ba7a7,101317,Juupajoki Hyytiälä
b9211d73-b747-ec11-8c62-6045bd8ee4f4,106419,Raisio Kaanaa Sakunpiha
18d7d26e-b747-ec11-8c62-6045bd8ba7a7,654923,Kemiönsaari Kalvören
a3d6d26e-b747-ec11-8c62-6045bd8ba7a7,101812,Pudasjärvi Jaurakkajärvi
d6d6d26e-b747-ec11-8c62-6045bd8ba7a7,100763,Vantaa Tikkurila Neilikkatie
82d6d26e-b747-ec11-8c62-6045bd8ba7a7,101367,Joutsa Savenaho
cf211d73-b747-ec11-8c62-6045bd8ee4f4,107168,Äänekoski Paloasema
c3211d73-b747-ec11-8c62-6045bd8ee4f4,106950,Helsinki Pirkkola
1bd7246d-b747-ec11-8c62-6045bd8ee4f4,101262,Teuva Kauppilankylä
a1d6d26e-b747-ec11-8c62-6045bd8ba7a7,101577,Lapinlahti Lamminkäyrä
27d7d26e-b747-ec11-8c62-6045bd8ba7a7,104796,Lahti Sopenkorpi
f0d6246d-b747-ec11-8c62-6045bd8ee4f4,101486,Seinäjoki Pelmaa
5dd7246d-b747-ec11-8c62-6045bd8ee4f4,103117,Lappeenranta Lauritsala
93d6d26e-b747-ec11-8c62-6045bd8ba7a7,101352,Jyväskylä Muuratjärvi
d9d6d26e-b747-ec11-8c62-6045bd8ba7a7,134220,Pohjois-Itämeri aaltopoiju
3aabd474-b747-ec11-8c62-6045bd8ba7a7,107165,Helsinki Paloheinä
72d6d26e-b747-ec11-8c62-6045bd8ba7a7,101103,Kokemäki Tulkkila
c7d6d26e-b747-ec11-8c62-6045bd8ba7a7,101254,Parikkala Koitsanlahti
c4211d73-b747-ec11-8c62-6045bd8ee4f4,106953,Kirkkonummi keskusta
5ed6d26e-b747-ec11-8c62-6045bd8ba7a7,100932,Hanko Russarö
0ad7d26e-b747-ec11-8c62-6045bd8ba7a7,104092,Lahti Holma
7a211d73-b747-ec11-8c62-6045bd8ee4f4,101150,Hämeenlinna Katinen
aa211d73-b747-ec11-8c62-6045bd8ee4f4,103129,Jämsä Seppolantie
59d7246d-b747-ec11-8c62-6045bd8ee4f4,103094,Kuopio Sorsasalo
e9d6246d-b747-ec11-8c62-6045bd8ee4f4,134223,Vaasa Vaskiluoto
e0d6246d-b747-ec11-8c62-6045bd8ee4f4,101932,Sodankylä Tähtelä
0dd7d26e-b747-ec11-8c62-6045bd8ba7a7,103110,Seinäjoki Vapaudentie 6a
6dd6d26e-b747-ec11-8c62-6045bd8ba7a7,101679,Toholampi Oravala
c6d6d26e-b747-ec11-8c62-6045bd8ba7a7,101363,Multia Pirttiperä
a6211d73-b747-ec11-8c62-6045bd8ee4f4,151028,Helsinki Vuosaari satama
fbd6246d-b747-ec11-8c62-6045bd8ee4f4,101143,Hämeenlinna Pirttikoski
b4211d73-b747-ec11-8c62-6045bd8ee4f4,104096,Hollola Muovitie
c5d6d26e-b747-ec11-8c62-6045bd8ba7a7,100947,Turku Rajakari
29abd474-b747-ec11-8c62-6045bd8ba7a7,105427,Rauma Pyynpää
f5d6d26e-b747-ec11-8c62-6045bd8ba7a7,103100,Varkaus Psaari 2
18d7246d-b747-ec11-8c62-6045bd8ee4f4,102000,Sodankylä Lokka
1cd7d26e-b747-ec11-8c62-6045bd8ba7a7,104080,Vantaa Ruskeasanta 2
e5d6d26e-b747-ec11-8c62-6045bd8ba7a7,103106,Kotka Rauhala
65d7246d-b747-ec11-8c62-6045bd8ee4f4,101660,Pietarsaari Kallan
04d7d26e-b747-ec11-8c62-6045bd8ba7a7,101252,Lappeenranta Hiekkapakka
a8d6d26e-b747-ec11-8c62-6045bd8ba7a7,101914,Pello kirkonkylä
b7211d73-b747-ec11-8c62-6045bd8ee4f4,104600,Pori Kaijakari
9b211d73-b747-ec11-8c62-6045bd8ee4f4,103109,Hämeenlinna Niittykatu
3babd474-b747-ec11-8c62-6045bd8ba7a7,107167,Kotka Metsäkulma
b2d6d26e-b747-ec11-8c62-6045bd8ba7a7,104113,Jämsä Lääkäritalo
68d6d26e-b747-ec11-8c62-6045bd8ba7a7,101787,Siikajoki Ruukki
bcd6d26e-b747-ec11-8c62-6045bd8ba7a7,100924,Parainen Fagerholm
f5d6246d-b747-ec11-8c62-6045bd8ee4f4,102036,Utsjoki Nuorgam
5cd7246d-b747-ec11-8c62-6045bd8ee4f4,101312,Ikaalinen Hakumäki
64d7246d-b747-ec11-8c62-6045bd8ee4f4,101582,Kuopio Rytky
29d7246d-b747-ec11-8c62-6045bd8ee4f4,101881,Posio Raistakka
4dd7246d-b747-ec11-8c62-6045bd8ee4f4,100965,Raasepori Jussarö
ba211d73-b747-ec11-8c62-6045bd8ee4f4,106629,Siilinjärvi Murtomäki
83d6d26e-b747-ec11-8c62-6045bd8ba7a7,101462,Vaasa lentoasema
36abd474-b747-ec11-8c62-6045bd8ba7a7,107063,Varkaus Kommila terveyskeskus
1fd7246d-b747-ec11-8c62-6045bd8ee4f4,101075,Huittinen Sallila
7d211d73-b747-ec11-8c62-6045bd8ee4f4,103104,Vaasa keskusta Vaasanpuistikko
90211d73-b747-ec11-8c62-6045bd8ee4f4,100803,Helsinki Vartiokylä Huivipolku
e2d6d26e-b747-ec11-8c62-6045bd8ba7a7,101805,Pudasjärvi lentokenttä
e8d6d26e-b747-ec11-8c62-6045bd8ba7a7,101942,Sodankylä Heikinheimo-masto
c1211d73-b747-ec11-8c62-6045bd8ee4f4,107026,Siilinjärvi Kuuslahti
09d7d26e-b747-ec11-8c62-6045bd8ba7a7,101587,Kuopio Puijo
64d6d26e-b747-ec11-8c62-6045bd8ba7a7,101610,Joensuu Pyhäselkä
20d7d26e-b747-ec11-8c62-6045bd8ba7a7,103794,Mäntsälä Hirvihaara
66d7246d-b747-ec11-8c62-6045bd8ee4f4,101958,Pelkosenniemi Pyhätunturi
6ed6d26e-b747-ec11-8c62-6045bd8ba7a7,134251,Kaskinen Ådskär
ead6246d-b747-ec11-8c62-6045bd8ee4f4,134225,Turku Ruissalo Saaronniemi
dbd6d26e-b747-ec11-8c62-6045bd8ba7a7,100926,Parainen Rumar
a9211d73-b747-ec11-8c62-6045bd8ee4f4,100843,Parainen Parainen
66d6d26e-b747-ec11-8c62-6045bd8ba7a7,101886,Kuusamo lentoasema
e7d6246d-b747-ec11-8c62-6045bd8ee4f4,100539,Kemi Ajos
06d7d26e-b747-ec11-8c62-6045bd8ba7a7,101831,Puolanka Paljakka
c1d6d26e-b747-ec11-8c62-6045bd8ba7a7,101581,Kuopio Vehmasmäki
f8d6d26e-b747-ec11-8c62-6045bd8ba7a7,101518,Vimpeli Lakeaharju
9bd6d26e-b747-ec11-8c62-6045bd8ba7a7,101685,Kalajoki Mehtäkylä
21d7246d-b747-ec11-8c62-6045bd8ee4f4,100953,Hanko Tvärminne
81211d73-b747-ec11-8c62-6045bd8ee4f4,103093,Kuopio Maaherrankatu
ae211d73-b747-ec11-8c62-6045bd8ee4f4,100690,Kitee Kesälahti
4cd7246d-b747-ec11-8c62-6045bd8ee4f4,100946,Hanko Tulliniemi
cfd6d26e-b747-ec11-8c62-6045bd8ba7a7,101830,Puolanka Kotila
10d7d26e-b747-ec11-8c62-6045bd8ba7a7,151049,Tampere Tampella
ebd6246d-b747-ec11-8c62-6045bd8ee4f4,134250,Pietarsaari Leppäluoto
63d7246d-b747-ec11-8c62-6045bd8ee4f4,101247,Lappeenranta Lepola
6fd7246d-b747-ec11-8c62-6045bd8ee4f4,103115,Lappeenranta Joutsenon keskusta
08d7246d-b747-ec11-8c62-6045bd8ee4f4,101124,Tampere Härmälä
bd211d73-b747-ec11-8c62-6045bd8ee4f4,105409,Kouvola Inkeroinen tehtaanmäen koulu
36d7246d-b747-ec11-8c62-6045bd8ee4f4,102005,Inari Saariselkä matkailukeskus
f7d6246d-b747-ec11-8c62-6045bd8ee4f4,101068,Kokemäki Rausenkulma
a2211d73-b747-ec11-8c62-6045bd8ee4f4,103154,Järvenpää Helsingintie
49abd474-b747-ec11-8c62-6045bd8ba7a7,107284,Kemi Biotuotetehdas
e7d6d26e-b747-ec11-8c62-6045bd8ba7a7,101691,Ylivieska Vähäkangas
b1211d73-b747-ec11-8c62-6045bd8ee4f4,103786,Järvenpää Sorto
84d6d26e-b747-ec11-8c62-6045bd8ba7a7,100974,Lohja Porla
85d6d26e-b747-ec11-8c62-6045bd8ba7a7,101237,Lappeenranta lentoasema
0bd7246d-b747-ec11-8c62-6045bd8ee4f4,100969,Inkoo Bågaskär
ffd6246d-b747-ec11-8c62-6045bd8ee4f4,101194,Kouvola Anjala
abd6d26e-b747-ec11-8c62-6045bd8ba7a7,101994,Kittilä Pokka
89d6d26e-b747-ec11-8c62-6045bd8ba7a7,102016,Enontekiö Kilpisjärvi kyläkeskus
32d7246d-b747-ec11-8c62-6045bd8ee4f4,101059,Kustavi Isokari
00d7246d-b747-ec11-8c62-6045bd8ee4f4,101258,Isojoki Kärjenkoski
b3211d73-b747-ec11-8c62-6045bd8ee4f4,103814,Hollola Kansankatu siirrettävä
21d7d26e-b747-ec11-8c62-6045bd8ba7a7,103808,Kalajoki Maakalla
8a211d73-b747-ec11-8c62-6045bd8ee4f4,101064,Pori rautatieasema
7bd7246d-b747-ec11-8c62-6045bd8ee4f4,100928,Kumlinge kirkonkylä
23d7246d-b747-ec11-8c62-6045bd8ee4f4,101952,Savukoski kirkonkylä
44abd474-b747-ec11-8c62-6045bd8ba7a7,107280,Tuusula Vaunukangas
28d7246d-b747-ec11-8c62-6045bd8ee4f4,101877,Pudasjärvi Sarakylä
24d7246d-b747-ec11-8c62-6045bd8ee4f4,101315,Jämsä Halli lentoasema
0cd7246d-b747-ec11-8c62-6045bd8ee4f4,101065,Turku lentoasema
52d7246d-b747-ec11-8c62-6045bd8ee4f4,103134,Lahti Vesku 11
7ad6d26e-b747-ec11-8c62-6045bd8ba7a7,101908,Ylitornio Meltosjärvi
c8211d73-b747-ec11-8c62-6045bd8ee4f4,107113,Sotkamo Tuhkakylä
fbd6d26e-b747-ec11-8c62-6045bd8ba7a7,101028,Porvoo Harabacka
35d7246d-b747-ec11-8c62-6045bd8ee4f4,101022,Porvoo Kalbådagrund
15d7d26e-b747-ec11-8c62-6045bd8ba7a7,106435,Muonio kirkonkylä
aad6d26e-b747-ec11-8c62-6045bd8ba7a7,100917,Jomala Jomalaby
56d7246d-b747-ec11-8c62-6045bd8ee4f4,101479,Korsnäs Bredskäret
30d7246d-b747-ec11-8c62-6045bd8ee4f4,101023,Porvoo Emäsalo
add6d26e-b747-ec11-8c62-6045bd8ba7a7,101846,Kemi Ajos
6bd6d26e-b747-ec11-8c62-6045bd8ba7a7,134266,Pori Mäntyluoto Kallo
75d7246d-b747-ec11-8c62-6045bd8ee4f4,100824,Naantali keskusta Asematori
a9d6d26e-b747-ec11-8c62-6045bd8ba7a7,101980,Kittilä Pulju
a4211d73-b747-ec11-8c62-6045bd8ee4f4,137228,Perämeri aaltopoiju
efd6d26e-b747-ec11-8c62-6045bd8ba7a7,103113,Rauma Tarvonsaari Hallikatu
d3211d73-b747-ec11-8c62-6045bd8ee4f4,107307,Kankaanpää Ylisenharju
10d7246d-b747-ec11-8c62-6045bd8ee4f4,101541,Äänekoski Kalaniemi
d1d6d26e-b747-ec11-8c62-6045bd8ba7a7,103122,Imatra Teppanala
d3d6d26e-b747-ec11-8c62-6045bd8ba7a7,101985,Kittilä Matorova
b9d6d26e-b747-ec11-8c62-6045bd8ba7a7,101310,Virrat Äijänneva
ca211d73-b747-ec11-8c62-6045bd8ee4f4,107135,Siilinjärvi Vuorelantie
46d7246d-b747-ec11-8c62-6045bd8ee4f4,101689,Toholampi Laitala
b5d6d26e-b747-ec11-8c62-6045bd8ba7a7,101579,Kuopio Karttula
0bd7d26e-b747-ec11-8c62-6045bd8ba7a7,126736,Kajaani Petäisenniska
eed6246d-b747-ec11-8c62-6045bd8ee4f4,134252,Föglö Degerby
